Title,Original_Title,Year,Released,Runtime,Genre,Director,Writer,Actors,Plot,imdbID,TMDb_ID,MovieLens_ID
Hotel de Love,Hotel de Love,1996,1996-12-19,95 min,"Comedy, Romance",Craig Rosenberg,Craig Rosenberg,"Aden Young, Saffron Burrows, Simon Bossell, Pippa Grandison, Ray Barrett","10 years ago at a party, Steven thinks he sees the girl of his dreams, Melissa. Just as he's about to make his move, his twin brother Rick gets to her first and they fall in love. Steven watches his brother's relationship bloom, longing for Melissa all the while. Eventually, Melissa leaves to go to college and the brothers go on with their lives. Steven becomes a workaholic to block out his feelings about Melissa and Rick becomes a spineless bellboy at the Hotel de Love, after a later girl friend stood him up at the altar. Enter Steven and Rick's warring parents visiting the Hotel de Love for their anniversary. Re-enter Melissa with her current boyfriend, Norman. Suddenly Rick and Steven have a second chance at Melissa. Also there's Alison the palm reader, Susie behind the counter, the owner/piano player, and the freshly married couple.",tt0116565,58911,1377
Rhyme & Reason,Rhyme & Reason,1997,1997-03-04,90 min,"Documentary, Music",Peter Spirer,,"Dr. Dre, Nas, RZA, Method Man, Ice-T","A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.",tt0120014,90928,1378
Love and Other Catastrophes,Love and Other Catastrophes,1996,1996-08-01,78 min,"Comedy, Romance",Emma-Kate Croghan,"Helen Bandis, Yael Bergman, Emma-Kate Croghan, Stavros Kazantzidis","Matt Day, Frances O'Connor, Matthew Dyktynski, Alice Garner, Radha Mitchell",A day in the life of two film school students trying to find love and another housemate.,tt0116931,76996,1379
Hollow Reed,Hollow Reed,1996,1996-06-24,102 min,Drama,Angela Pope,Paula Milne,"Martin Donovan, Ian Hart, Joely Richardson, Jason Flemyng, Shaheen Khan","Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long, however, until Oliver appears at the house of Martin and his new lover Tom claiming to have been beaten up by boys in the park. After another incident, Martin puts two and two together and comes to the conclusion that Frank has been beating Oliver without Hannah's knowledge. Martin then begins a long courtroom custody battle to win back his son.",tt0113314,93946,1380
Losing Chase,Losing Chase,1996,1996-12-06,98 min,"Drama, Romance",Kevin Bacon,Anne Meredith,"Helen Mirren, Kyra Sedgwick, Beau Bridges, Michael Yarmush, Lucas Denton","An intimate and turbulent relationship develops between Chase, a woman recovering from a nervous breakdown, and Elizabeth, the caretaker employed to look after her.",tt0116920,109614,1381
Happiness,Le Bonheur,1965,1965-02-10,80 min,"Drama, Romance",Agnès Varda,Agnès Varda,"Jean-Claude Drouot, Claire Drouot, Olivier Drouot, Sandrine Drouot, Marie-France Boyer","A young husband and father, perfectly content with his life, falls in love with another woman.",tt0058985,53023,1382
The Second Jungle Book: Mowgli & Baloo,The Second Jungle Book: Mowgli & Baloo,1997,1997-05-16,88 min,"Adventure, Family",Dee McLachlan,"Bayard Johnson, Matthew Horton, Rudyard Kipling","Jamie Williams, Amy Robbins, Hal Fowler, Gulshan Grover, Cornelia Hayes O'Herlihy","In this exciting live-action adventure, young Mowgli, an orphan raised by wolves, is spotted by a scout for a giant circus. Accompanied by a cruel hunter and a snake charmer, the scout sets out to trap Mowgli. But with the help of Baloo the bear and Bagheera the panther, little Mowgli leads the adults into his biggest and wildest adventure yet! A fun-filled movie every member of the family will enjoy.",tt0120087,50850,1383
The Big Squeeze,The Big Squeeze,1996,1996-09-06,98 min,Drama,Marcus DeLeon,Marcus DeLeon,"Lara Flynn Boyle, Danny Nucci, Peter Dobson, Luca Bercovici, Michael Chieffo","Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",tt0115680,144982,1384
Roseanna's Grave,Roseanna's Grave,1997,1997-03-06,98 min,"Comedy, Romance, Drama",Paul Weiland,Saul Turteltaub,"Jean Reno, Mercedes Ruehl, Polly Walker, Mark Frankel, Trevor Peacock","Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",tt0120034,65889,1385
Tetsuo II: Body Hammer,鉄男II BODY HAMMER,1992,1992-10-03,81 min,"Science Fiction, Horror, Drama",Shinya Tsukamoto,Shinya Tsukamoto,"Tomorowo Taguchi, Shinya Tsukamoto, Nobu Kanaoka, Kim Soo-jin, Hideaki Tezuka",A Japanese salaryman finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.,tt0105569,17991,1386
Fall,Fall,1997,1997-06-20,93 min,"Drama, Romance",Eric Schaeffer,Eric Schaeffer,"Eric Schaeffer, Amanda de Cadenet, Rudolf Martin, Francie Swift, Lisa Vidal","For Michael Shiver, life as an easy-going cab driver in New York suddenly changes when he picks up supermodel Sarah Easton and falls head over heels in love. But Sarah has more than just passion on her mind; she also has a husband and a glamorous lifestyle that she can't seem to leave behind. Torn between her feelings for Michael and the security of her marriage, Sarah is forced to make a realistic decision about the sacrifices that must be made to be truly and totally in love.",tt0119098,37567,1387
Gabbeh,گبه,1996,1996-06-26,75 min,"Drama, Mystery, Romance",Mohsen Makhmalbaf,Mohsen Makhmalbaf,"Shaghayeh Djodat, Abbas Sayah, Hossein Moharami, Rogheih Moharami, Parvaneh Ghalandari","An elderly couple go about their routine of cleaning their gabbeh, while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.",tt0116384,43771,1388
The World Upside Down,Il mondo alla rovescia,1996,1996-06-21,115 min,,Isabella Sandri,,,,tt0163419,716572,1389
For Ever Mozart,For Ever Mozart,1996,1996-11-27,85 min,"Drama, Comedy, War",Jean-Luc Godard,Jean-Luc Godard,"Madeleine Assas, Ghalya Lacroix, Bérangère Allaux, Vicky Messica, Frédéric Pierrot","Episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France.",tt0116334,111367,1391
The Locusts,The Locusts,1997,1997-10-03,124 min,"Drama, Romance",John Patrick Kelley,John Patrick Kelley,"Vince Vaughn, Jeremy Davies, Ashley Judd, Paul Rudd, Kate Capshaw","Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbidden passions and deadly secrets that will prove to Clay that the only thing darker and more dangerous than the past he's escaping... is the one he's about to discover.",tt0119557,75250,1392
Stag,Stag,1997,1997-04-01,91 min,"Thriller, Drama",Gavin Wilding,"Pat Bermel, Evan Tylor, Jason Schombing","Mario Van Peebles, Andrew McCarthy, Kevin Dillon, Taylor Dayne, John Stockwell","An accidental death at a bachelor party spurs a night of shooting, kidnapping and murder in the host's home.",tt0120192,36434,1393
Stonewall,Stonewall,1995,1995-12-26,99 min,"Romance, Drama, Comedy, History",Nigel Finch,"Rikki Beadle Blair, Martin Duberman, Robyn Slovo","Guillermo Díaz, Frederick Weller, Duane Boutte, Bruce MacVittie, Brendan Corbalis",A group of gay friends try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.,tt0114550,28628,1396
Of Human Bondage,Of Human Bondage,1934,1934-07-20,83 min,"Drama, Romance",John Cromwell,"W. Somerset Maugham, Lester Cohen","Leslie Howard, Bette Davis, Frances Dee, Kay Johnson, Reginald Denny",A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.,tt0025586,43905,1397
Anna,Anna,1996,1996-01-01,,,"Jón Páll Halldórsson, Torfi Frans Ólafsson",,,No plot found,,1085775,1398
Stranger in the House,Stranger in the House,1997,1997-01-01,94 min,Thriller,Rodney Gibbons,"Peter Liapis, Steve Pesce, Georges Simenon, William Hoy, Ellie Presner","Michele Greene, Bruce Dinsmore, Steve Railsback, Kathleen Kinmont, Vlasta Vrana",A botched diamond burglary and a dead publishing company executive set off a string of murders and betrayal.,tt0120222,191874,1399
Picture Bride,Picture Bride,1995,1995-05-05,94 min,"Drama, History",Kayo Hatta,"Kayo Hatta, Kayo Hatta, Diane Mei Lin Mark, Mari Hatta, Mari Hatta","Youki Kudoh, Akira Takayama, Tamlyn Tomita, Cary-Hiroyuki Tagawa, Toshirō Mifune","Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",tt0114129,30304,1400
M. Butterfly,M. Butterfly,1993,1993-10-01,101 min,"Romance, Drama",David Cronenberg,"David Henry Hwang, David Henry Hwang","Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson, Annabel Leventon","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",tt0107468,1413,1401
Withnail & I,Withnail & I,1987,1987-06-19,108 min,"Comedy, Drama",Bruce Robinson,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown, Michael Elphick","Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",tt0094336,13446,1404
When Night Is Falling,When Night Is Falling,1995,1995-02-01,96 min,"Drama, Romance",Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny, David Fox, Don McKellar","A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival.",tt0114916,8391,1406
The Specialist,The Specialist,1994,1994-10-07,110 min,"Action, Thriller",Luis Llosa,"Alexandra Seros, John Shirley","Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts","May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",tt0111255,2636,1407
Gordy,Gordy,1995,1995-05-12,90 min,"Drama, Family, Fantasy",Mark Lewis,"Jay Sommers, Jay Sommers, Dick Chevillat, Leslie Stevens, Dick Chevillat","Doug Stone, Kristy Young, James Donadio, Deborah Hobart, Tom Lester",A talking pig named Gordy becomes involved in a quest to save his family from the slaughterhouse.,tt0113199,47867,1408
The Swan Princess,The Swan Princess,1994,1994-11-18,89 min,"Family, Animation, Fantasy, Adventure, Comedy",Richard Rich,"Brian Nissen, Richard Rich, Brian Nissen, Bruce Woodside, Tom Ellery, Kevin Harkey, Peter Gullerud, Steven E. Gordon, John Dorman, Roy Meurin","Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway, John Cleese","The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",tt0111333,22586,1409
